Palette Name,Type,Background,Surface/Card,Primary Accent,Secondary Accent,Text Color
Dark Quartz Dark,Dark / Professional,#252523,#363634,#bfd629,#72d8e5,#F5F5F5
Urban Iron Light,Light / SaaS,#FFFFFF,#F4F6F8,#d202d2,#2de52d,#1A202C
Vintage Desert Dark,Dark / Professional,#0c0c0f,#17171c,#865ce8,#e59272,#F5F5F5
Soft Iron Dark,Dark / Professional,#1a1618,#2f272b,#f830d0,#d0e572,#F5F5F5
Royal Shadow Bold,Bold / Artistic,#033a3a,#076d6d,#ff1919,#FFFFFF,#FFFFFF
Royal Obsidian Bold,Bold / Artistic,#153604,#286908,#b219ff,#FFFFFF,#FFFFFF
Dark Canvas Dark,Dark / Professional,#131113,#242125,#67d252,#7288e5,#F5F5F5
Modern Velvet Dark,Dark / Professional,#181318,#2e252e,#da43ad,#c5e572,#F5F5F5
Muted Sunset Bold,Bold / Artistic,#626200,#959500,#1919ff,#FFFFFF,#FFFFFF
Urban Sunset Bold,Bold / Artistic,#4e5d04,#799006,#3f19ff,#FFFFFF,#FFFFFF
Royal Obsidian Bold,Bold / Artistic,#3b0833,#6e105e,#19ff3f,#FFFFFF,#FFFFFF
Dark Ember Dark,Dark / Professional,#0d0e10,#1b1e21,#3c8ee0,#e572ae,#F5F5F5
Urban Mist Dark,Dark / Professional,#1c1f21,#2c3032,#1fb1fa,#e572c1,#F5F5F5
Tech Nebula Bold,Bold / Artistic,#053323,#0a6647,#ff1966,#FFFFFF,#FFFFFF
Silent Forest Light,Light / SaaS,#FFFFFF,#F4F6F8,#b0c931,#4c2de5,#1A202C
Vibrant Sunset Light,Light / SaaS,#FFFFFF,#F4F6F8,#2222b7,#e5e52d,#1A202C
Electric Nebula Dark,Dark / Professional,#1d1a1d,#2b282c,#9f4be9,#e5ad72,#F5F5F5
Elegant Horizon Dark,Dark / Professional,#1c1d19,#2e3029,#5a1ad9,#e59672,#F5F5F5
Urban Sunset Bold,Bold / Artistic,#045511,#06881c,#ff19d8,#FFFFFF,#FFFFFF
Zen Velvet Dark,Dark / Professional,#0e0c0f,#1d1a21,#b127d4,#e5cc72,#F5F5F5
Natural Onyx Dark,Dark / Professional,#1f1b1e,#2f2a2e,#df4f9c,#b2e572,#F5F5F5
Deep Velvet Light,Light / SaaS,#FFFFFF,#F4F6F8,#6bcf06,#892de5,#1A202C
Muted Sunset Bold,Bold / Artistic,#036103,#059405,#ff19ff,#FFFFFF,#FFFFFF
Crimson Forest Bold,Bold / Artistic,#4c0e4c,#7f177f,#19ff19,#FFFFFF,#FFFFFF
Natural Desert Dark,Dark / Professional,#0f100d,#1f211b,#b0e34b,#72c1e5,#F5F5F5
Tech Canvas Light,Light / SaaS,#FFFFFF,#F4F6F8,#9fb820,#4c2de5,#1A202C
Vintage Nebula Dark,Dark / Professional,#151416,#28262a,#8fef2e,#72aee5,#F5F5F5
Vintage Midnight Dark,Dark / Professional,#181618,#2e292e,#fa50fa,#e5e372,#F5F5F5
Crimson Steel Dark,Dark / Professional,#201d1e,#322d2e,#1fefcd,#d072e5,#F5F5F5
Future Copper Bold,Bold / Artistic,#3f0335,#720660,#19ff3f,#FFFFFF,#FFFFFF
Corporate Lagoon Bold,Bold / Artistic,#3f3f04,#727208,#1919ff,#FFFFFF,#FFFFFF
Crimson Mist Bold,Bold / Artistic,#07075a,#0c0c8d,#fffe19,#FFFFFF,#FFFFFF
Silent Nebula Dark,Dark / Professional,#0d0c0c,#1c1a19,#fe435c,#84e572,#F5F5F5
Elegant Frost Dark,Dark / Professional,#1d1b1e,#2b292e,#952ffb,#e5a972,#F5F5F5
Elegant Iron Dark,Dark / Professional,#1d1d1b,#2e2e2b,#b8d018,#72d8e5,#F5F5F5
Dark Desert Dark,Dark / Professional,#23221e,#3b3a33,#2e49cf,#e57288,#F5F5F5
Dark Sunset Bold,Bold / Artistic,#5f0c51,#92137d,#19ff3f,#FFFFFF,#FFFFFF
Ocean Iron Bold,Bold / Artistic,#0c5c27,#128f3c,#ff19b2,#FFFFFF,#FFFFFF
Electric Canvas Light,Light / SaaS,#FFFFFF,#F4F6F8,#29dbbd,#e52d4c,#1A202C
Corporate Sunset Bold,Bold / Artistic,#200850,#340d83,#b2ff19,#FFFFFF,#FFFFFF
Deep Frost Dark,Dark / Professional,#111314,#1c2021,#f05f42,#72e583,#F5F5F5
Slate Quartz Dark,Dark / Professional,#121312,#232522,#d2fa31,#72d0e5,#F5F5F5
Muted Forest Light,Light / SaaS,#FFFFFF,#F4F6F8,#1717bc,#e5e52d,#1A202C
Natural Copper Light,Light / SaaS,#FFFFFF,#F4F6F8,#15ca15,#e52de5,#1A202C
Dark Obsidian Bold,Bold / Artistic,#09094f,#0e0e82,#fffe19,#FFFFFF,#FFFFFF
Silent Forest Dark,Dark / Professional,#222521,#2f342e,#31d747,#7f72e5,#F5F5F5
Modern Glacier Dark,Dark / Professional,#181614,#2d2927,#e57a45,#72e596,#F5F5F5
Silent Velvet Bold,Bold / Artistic,#2a4a0a,#477d11,#8c19ff,#FFFFFF,#FFFFFF
Deep Sunset Light,Light / SaaS,#FFFFFF,#F4F6F8,#24c791,#e52d6b,#1A202C
Elegant Onyx Bold,Bold / Artistic,#490914,#7c0f21,#19ffd8,#FFFFFF,#FFFFFF
Soft Nebula Dark,Dark / Professional,#131310,#2b2b24,#b4dc56,#72c5e5,#F5F5F5
Zen Mist Dark,Dark / Professional,#242322,#383634,#3a9bfc,#e572ae,#F5F5F5
Urban Ember Dark,Dark / Professional,#1f1e23,#2f2e35,#2d47ea,#e57284,#F5F5F5
Modern Lagoon Dark,Dark / Professional,#232524,#353936,#f51bad,#c1e572,#F5F5F5
Urban Forest Dark,Dark / Professional,#101211,#242726,#f94fa4,#aee572,#F5F5F5
Natural Obsidian Light,Light / SaaS,#FFFFFF,#F4F6F8,#1791ce,#e56b2d,#1A202C
Vibrant Shadow Dark,Dark / Professional,#0b0d0e,#1e2224,#2070fa,#e5729f,#F5F5F5
Tech Horizon Dark,Dark / Professional,#131113,#272426,#e659ce,#d4e572,#F5F5F5
Electric Copper Light,Light / SaaS,#FFFFFF,#F4F6F8,#12c7c7,#e52d2d,#1A202C
Tech Midnight Bold,Bold / Artistic,#490a34,#7c1158,#19ff65,#FFFFFF,#FFFFFF
Soft Mist Dark,Dark / Professional,#1c181d,#2e272f,#dd5af8,#e5d072,#F5F5F5
Tech Desert Dark,Dark / Professional,#171a1b,#262b2d,#4a80dd,#e5729f,#F5F5F5
Soft Horizon Light,Light / SaaS,#FFFFFF,#F4F6F8,#d79a20,#2d6be5,#1A202C
Soft Horizon Light,Light / SaaS,#FFFFFF,#F4F6F8,#c834af,#2de54c,#1A202C
Silent Mist Bold,Bold / Artistic,#025c5c,#048f8f,#ff1919,#FFFFFF,#FFFFFF
Elegant Obsidian Dark,Dark / Professional,#0e100f,#232724,#28e165,#9672e5,#F5F5F5
Natural Mist Light,Light / SaaS,#FFFFFF,#F4F6F8,#571ecb,#a8e52d,#1A202C
Soft Horizon Dark,Dark / Professional,#1a1817,#292624,#44b0e6,#e572c1,#F5F5F5
Electric Ember Dark,Dark / Professional,#1b1b17,#2f2d28,#e9cb38,#72e5d0,#F5F5F5
Crimson Frost Dark,Dark / Professional,#161312,#292221,#e98c3b,#72e5a6,#F5F5F5
Royal Copper Light,Light / SaaS,#FFFFFF,#F4F6F8,#7ac431,#892de5,#1A202C
Zen Horizon Dark,Dark / Professional,#131210,#2a2723,#2a6ef8,#e5729b,#F5F5F5
Dark Copper Dark,Dark / Professional,#1e1f1e,#353835,#d225d2,#e5e372,#F5F5F5
Vibrant Sunset Light,Light / SaaS,#FFFFFF,#F4F6F8,#9fb62b,#4c2de5,#1A202C
Dark Desert Light,Light / SaaS,#FFFFFF,#F4F6F8,#8ee23a,#892de5,#1A202C
Elegant Copper Dark,Dark / Professional,#222225,#36373a,#3c20f4,#e57f72,#F5F5F5
Zen Velvet Dark,Dark / Professional,#241e23,#392f37,#f73ed8,#d4e572,#F5F5F5
Zen Glacier Bold,Bold / Artistic,#06064b,#0b0b7e,#fffe19,#FFFFFF,#FFFFFF
Future Horizon Bold,Bold / Artistic,#4a3e03,#7d6906,#193fff,#FFFFFF,#FFFFFF
Ocean Glacier Light,Light / SaaS,#FFFFFF,#F4F6F8,#c16b15,#2d89e5,#1A202C
Modern Velvet Dark,Dark / Professional,#0e0f0c,#242721,#d3f745,#72d0e5,#F5F5F5
Silent Horizon Dark,Dark / Professional,#191418,#282027,#d842ef,#e5d372,#F5F5F5
Silent Shadow Bold,Bold / Artistic,#0b3259,#124f8c,#ff8c19,#FFFFFF,#FFFFFF
Ocean Glacier Bold,Bold / Artistic,#5a4e0f,#8d7a17,#193fff,#FFFFFF,#FFFFFF
Ocean Velvet Light,Light / SaaS,#FFFFFF,#F4F6F8,#d9b70d,#2d4ce5,#1A202C
Zen Ember Dark,Dark / Professional,#222125,#34333a,#5d71ed,#e57284,#F5F5F5
Tech Velvet Light,Light / SaaS,#FFFFFF,#F4F6F8,#0d95d9,#e56b2d,#1A202C
Elegant Sunset Bold,Bold / Artistic,#0c394f,#145e82,#ff6619,#FFFFFF,#FFFFFF
Muted Canvas Dark,Dark / Professional,#1a1e1e,#272d2d,#fc4646,#75e572,#F5F5F5
Vibrant Glacier Bold,Bold / Artistic,#1a024c,#2c037f,#b2ff19,#FFFFFF,#FFFFFF
Ocean Frost Light,Light / SaaS,#FFFFFF,#F4F6F8,#00b51e,#e52dc6,#1A202C
Modern Quartz Light,Light / SaaS,#FFFFFF,#F4F6F8,#1fb852,#e52da8,#1A202C
Tech Iron Light,Light / SaaS,#FFFFFF,#F4F6F8,#dc2bdc,#2de52d,#1A202C
Dark Onyx Light,Light / SaaS,#FFFFFF,#F4F6F8,#0ad18f,#e52d6b,#1A202C
Electric Onyx Dark,Dark / Professional,#1b1f21,#2b3235,#347efe,#e5729f,#F5F5F5
Tech Obsidian Light,Light / SaaS,#FFFFFF,#F4F6F8,#0c2fdf,#e5c62d,#1A202C
Tech Frost Light,Light / SaaS,#FFFFFF,#F4F6F8,#4b2edb,#c6e52d,#1A202C
Tech Quartz Bold,Bold / Artistic,#104955,#1b7588,#ff3f19,#FFFFFF,#FFFFFF
Crimson Iron Dark,Dark / Professional,#221f25,#312d35,#903ce4,#e5a972,#F5F5F5
Muted Obsidian Dark,Dark / Professional,#10110e,#252721,#d4d933,#72e3e5,#F5F5F5
Dark Onyx Bold,Bold / Artistic,#0e4561,#156a94,#ff6619,#FFFFFF,#FFFFFF
Royal Nebula Bold,Bold / Artistic,#600010,#930019,#19ffd8,#FFFFFF,#FFFFFF
Future Copper Light,Light / SaaS,#FFFFFF,#F4F6F8,#10afce,#e54c2d,#1A202C
Soft Ember Light,Light / SaaS,#FFFFFF,#F4F6F8,#702fb2,#89e52d,#1A202C
Crimson Shadow Light,Light / SaaS,#FFFFFF,#F4F6F8,#d82cd8,#2de52d,#1A202C
Elegant Frost Light,Light / SaaS,#FFFFFF,#F4F6F8,#15c715,#e52de5,#1A202C
Future Steel Light,Light / SaaS,#FFFFFF,#F4F6F8,#bd0862,#2de589,#1A202C
Corporate Obsidian Dark,Dark / Professional,#1e1b20,#2b282e,#c647e6,#e5cc72,#F5F5F5
Tech Iron Light,Light / SaaS,#FFFFFF,#F4F6F8,#c11d6f,#2de589,#1A202C
Future Ember Dark,Dark / Professional,#0d0a0d,#1d181e,#be26dd,#e5d072,#F5F5F5
Natural Steel Light,Light / SaaS,#FFFFFF,#F4F6F8,#df0974,#2de589,#1A202C
Muted Sunset Dark,Dark / Professional,#0d0d0d,#201f20,#d82247,#8be572,#F5F5F5
Vibrant Shadow Light,Light / SaaS,#FFFFFF,#F4F6F8,#a3df2b,#6b2de5,#1A202C
Muted Frost Dark,Dark / Professional,#17171a,#28282c,#243cdb,#e57284,#F5F5F5
Muted Sunset Dark,Dark / Professional,#0e0c0f,#1b181d,#ab41e0,#e5bc72,#F5F5F5
Slate Velvet Dark,Dark / Professional,#0f0f11,#212227,#4c66e7,#e57288,#F5F5F5
Vibrant Mist Light,Light / SaaS,#FFFFFF,#F4F6F8,#d6563d,#2dc6e5,#1A202C
Tech Steel Bold,Bold / Artistic,#0a3245,#125678,#ff6619,#FFFFFF,#FFFFFF
Dark Canvas Dark,Dark / Professional,#100f11,#1f1e21,#a23edb,#e5b972,#F5F5F5
Tech Copper Dark,Dark / Professional,#1a201c,#2b342e,#ee51ba,#c1e572,#F5F5F5
Zen Lagoon Light,Light / SaaS,#FFFFFF,#F4F6F8,#c57d35,#2d89e5,#1A202C
Silent Obsidian Light,Light / SaaS,#FFFFFF,#F4F6F8,#b704da,#4ce52d,#1A202C
Modern Mist Light,Light / SaaS,#FFFFFF,#F4F6F8,#35cf4f,#e52dc6,#1A202C
Slate Obsidian Bold,Bold / Artistic,#365a12,#548d1c,#8c19ff,#FFFFFF,#FFFFFF
Crimson Desert Dark,Dark / Professional,#151512,#292b23,#7257f8,#e58372,#F5F5F5
Tech Sunset Light,Light / SaaS,#FFFFFF,#F4F6F8,#ca1a1a,#2de5e5,#1A202C
Royal Horizon Dark,Dark / Professional,#1c2120,#2f3735,#29ccb1,#d072e5,#F5F5F5
Future Quartz Light,Light / SaaS,#FFFFFF,#F4F6F8,#e02c68,#2de5a8,#1A202C
Future Iron Light,Light / SaaS,#FFFFFF,#F4F6F8,#b42fb4,#2de52d,#1A202C
Deep Obsidian Dark,Dark / Professional,#151a19,#202726,#25f5d3,#d072e5,#F5F5F5
Slate Glacier Dark,Dark / Professional,#181d1c,#2b3330,#57f4bf,#bc72e5,#F5F5F5
Zen Mist Dark,Dark / Professional,#111311,#232724,#39f778,#9672e5,#F5F5F5
Tech Desert Dark,Dark / Professional,#181816,#2b2c27,#9bdc51,#72b2e5,#F5F5F5
Soft Copper Dark,Dark / Professional,#161a1a,#222929,#25d19d,#c072e5,#F5F5F5
Vintage Velvet Dark,Dark / Professional,#21251f,#2f352c,#23f21c,#7278e5,#F5F5F5
Ocean Nebula Bold,Bold / Artistic,#420461,#650694,#66ff19,#FFFFFF,#FFFFFF
Slate Copper Dark,Dark / Professional,#1a161a,#272126,#1ddc3d,#8372e5,#F5F5F5
Crimson Canvas Light,Light / SaaS,#FFFFFF,#F4F6F8,#3cd1b8,#e52d4c,#1A202C
Electric Steel Dark,Dark / Professional,#141511,#282921,#8dea23,#72b2e5,#F5F5F5
Natural Obsidian Bold,Bold / Artistic,#204c09,#357f10,#b219ff,#FFFFFF,#FFFFFF
Deep Midnight Light,Light / SaaS,#FFFFFF,#F4F6F8,#b8a12f,#2d4ce5,#1A202C
Silent Copper Light,Light / SaaS,#FFFFFF,#F4F6F8,#1fa5c0,#e54c2d,#1A202C
Zen Canvas Light,Light / SaaS,#FFFFFF,#F4F6F8,#1891ce,#e56b2d,#1A202C
Urban Horizon Dark,Dark / Professional,#181413,#2c2524,#de7f2c,#72e5a6,#F5F5F5
Dark Desert Dark,Dark / Professional,#100f10,#1e1b1e,#8b3dcf,#e5ad72,#F5F5F5
Urban Obsidian Dark,Dark / Professional,#151215,#231e22,#29db46,#8372e5,#F5F5F5
Ocean Obsidian Light,Light / SaaS,#FFFFFF,#F4F6F8,#d06a36,#2da8e5,#1A202C
Silent Horizon Light,Light / SaaS,#FFFFFF,#F4F6F8,#1111b5,#e5e52d,#1A202C
Vintage Ember Dark,Dark / Professional,#21211d,#35352e,#4848ea,#e57275,#F5F5F5
Natural Velvet Dark,Dark / Professional,#0e0d0c,#1f1d19,#e7722f,#72e59a,#F5F5F5
Royal Mist Dark,Dark / Professional,#1c1719,#2c2527,#d13f70,#9be572,#F5F5F5
Electric Copper Dark,Dark / Professional,#1a1e1f,#282e2f,#469dea,#e572b2,#F5F5F5
Ocean Glacier Dark,Dark / Professional,#0e0f0e,#252727,#19c2dc,#e572d8,#F5F5F5
Muted Lagoon Bold,Bold / Artistic,#095c4e,#0f8f79,#ff193f,#FFFFFF,#FFFFFF
Corporate Horizon Dark,Dark / Professional,#1f2420,#313a33,#d337b9,#d4e572,#F5F5F5
Slate Mist Bold,Bold / Artistic,#583109,#8b4d0e,#198cff,#FFFFFF,#FFFFFF
Vintage Shadow Light,Light / SaaS,#FFFFFF,#F4F6F8,#9bce37,#6b2de5,#1A202C
Dark Mist Dark,Dark / Professional,#1e1818,#2d2525,#e52222,#75e572,#F5F5F5
Slate Iron Light,Light / SaaS,#FFFFFF,#F4F6F8,#5ebf2e,#a82de5,#1A202C
Dark Midnight Dark,Dark / Professional,#20201c,#2e2e29,#a7cc4f,#72c5e5,#F5F5F5
Electric Forest Light,Light / SaaS,#FFFFFF,#F4F6F8,#3edb72,#e52da8,#1A202C
Crimson Glacier Dark,Dark / Professional,#0c0c0e,#1d1e23,#3b5bfa,#e57288,#F5F5F5
Corporate Velvet Dark,Dark / Professional,#0d0b0a,#211d1b,#fa605b,#72e574,#F5F5F5
Royal Forest Dark,Dark / Professional,#0e0e0e,#1a1b1c,#3169d7,#e5729b,#F5F5F5
Vibrant Obsidian Dark,Dark / Professional,#1f2221,#303433,#59e1a2,#ad72e5,#F5F5F5
Royal Nebula Bold,Bold / Artistic,#03463b,#057966,#ff193f,#FFFFFF,#FFFFFF
Vibrant Quartz Bold,Bold / Artistic,#170a58,#25108b,#d8ff19,#FFFFFF,#FFFFFF
Soft Onyx Bold,Bold / Artistic,#180a5b,#25108e,#d8ff19,#FFFFFF,#FFFFFF
Urban Shadow Light,Light / SaaS,#FFFFFF,#F4F6F8,#b93460,#2de5a8,#1A202C
Crimson Mist Bold,Bold / Artistic,#42071b,#750c2f,#19ffb2,#FFFFFF,#FFFFFF
Electric Desert Dark,Dark / Professional,#1a1d1d,#313636,#37bdf6,#e572c5,#F5F5F5
Soft Frost Dark,Dark / Professional,#0d0e0d,#202420,#33e787,#a672e5,#F5F5F5
Modern Shadow Dark,Dark / Professional,#201d21,#2f2b31,#ec42f2,#e5df72,#F5F5F5
Natural Forest Dark,Dark / Professional,#111515,#1f2424,#d72929,#75e572,#F5F5F5
Urban Glacier Dark,Dark / Professional,#0e0f11,#1e1f23,#fae05b,#72e5d0,#F5F5F5
Tech Midnight Dark,Dark / Professional,#16161b,#272730,#3131cc,#e57275,#F5F5F5
Dark Iron Light,Light / SaaS,#FFFFFF,#F4F6F8,#73bb2b,#892de5,#1A202C
Soft Sunset Dark,Dark / Professional,#0e0e0d,#232422,#86e64f,#729fe5,#F5F5F5
Elegant Copper Dark,Dark / Professional,#11120e,#21221c,#cae834,#72d4e5,#F5F5F5
Royal Midnight Bold,Bold / Artistic,#21370a,#3f6a14,#8c19ff,#FFFFFF,#FFFFFF
Deep Horizon Light,Light / SaaS,#FFFFFF,#F4F6F8,#2fd82f,#e52de5,#1A202C
Ocean Obsidian Light,Light / SaaS,#FFFFFF,#F4F6F8,#deb901,#2d4ce5,#1A202C
Crimson Velvet Dark,Dark / Professional,#181715,#2c2a27,#f2d354,#72e5cc,#F5F5F5
Vibrant Onyx Dark,Dark / Professional,#1f211e,#30332f,#1af637,#7f72e5,#F5F5F5
Modern Glacier Dark,Dark / Professional,#100d0f,#201a1e,#3cd870,#9672e5,#F5F5F5
Slate Desert Bold,Bold / Artistic,#554910,#88751a,#193fff,#FFFFFF,#FFFFFF
Silent Velvet Dark,Dark / Professional,#241e1e,#352d2d,#cc734c,#72e592,#F5F5F5
Dark Mist Dark,Dark / Professional,#1e1a1a,#352f2f,#e62f2f,#75e572,#F5F5F5
Soft Forest Bold,Bold / Artistic,#5e5009,#917b0e,#193fff,#FFFFFF,#FFFFFF
Zen Sunset Dark,Dark / Professional,#1e2226,#2f353b,#2cb0d1,#e572d0,#F5F5F5
Ocean Lagoon Light,Light / SaaS,#FFFFFF,#F4F6F8,#cd02cd,#2de52d,#1A202C
Ocean Iron Dark,Dark / Professional,#202220,#2d312f,#34dd9f,#b972e5,#F5F5F5
Muted Velvet Light,Light / SaaS,#FFFFFF,#F4F6F8,#c2531b,#2da8e5,#1A202C
Deep Midnight Dark,Dark / Professional,#0f0e10,#272427,#48f026,#7288e5,#F5F5F5
Urban Lagoon Dark,Dark / Professional,#171613,#2e2c28,#e1aa3d,#72e5bc,#F5F5F5
Future Frost Dark,Dark / Professional,#100f0e,#201e1c,#e0ab4e,#72e5b9,#F5F5F5
Future Iron Bold,Bold / Artistic,#442200,#773b00,#198cff,#FFFFFF,#FFFFFF
Ocean Nebula Dark,Dark / Professional,#0e0e0f,#201f21,#d121fd,#e5cc72,#F5F5F5
Royal Iron Light,Light / SaaS,#FFFFFF,#F4F6F8,#10d191,#e52d6b,#1A202C
Crimson Obsidian Light,Light / SaaS,#FFFFFF,#F4F6F8,#cd297b,#2de589,#1A202C
Dark Glacier Dark,Dark / Professional,#171915,#232721,#6cd13a,#729be5,#F5F5F5
Muted Obsidian Light,Light / SaaS,#FFFFFF,#F4F6F8,#35c735,#e52de5,#1A202C
Deep Copper Light,Light / SaaS,#FFFFFF,#F4F6F8,#a2bd1a,#4c2de5,#1A202C
Crimson Desert Dark,Dark / Professional,#0d0d0d,#222423,#45d789,#a672e5,#F5F5F5
Future Steel Dark,Dark / Professional,#101310,#1b201c,#6ef959,#7284e5,#F5F5F5
Elegant Velvet Bold,Bold / Artistic,#060655,#0a0a88,#fffe19,#FFFFFF,#FFFFFF
Electric Velvet Bold,Bold / Artistic,#454504,#787807,#1919ff,#FFFFFF,#FFFFFF
Vintage Sunset Dark,Dark / Professional,#1a1b1f,#292b31,#4f54f0,#e57278,#F5F5F5
Muted Steel Bold,Bold / Artistic,#0a5730,#108a4d,#ff198c,#FFFFFF,#FFFFFF
Elegant Nebula Light,Light / SaaS,#FFFFFF,#F4F6F8,#04cccc,#e52d2d,#1A202C
Modern Quartz Light,Light / SaaS,#FFFFFF,#F4F6F8,#c51010,#2de5e5,#1A202C
Natural Canvas Light,Light / SaaS,#FFFFFF,#F4F6F8,#1212cd,#e5e52d,#1A202C
Future Sunset Light,Light / SaaS,#FFFFFF,#F4F6F8,#4603cd,#a8e52d,#1A202C
Dark Frost Dark,Dark / Professional,#26201f,#3c3432,#d08a4c,#72e5a6,#F5F5F5
Electric Obsidian Bold,Bold / Artistic,#04043e,#070771,#fffe19,#FFFFFF,#FFFFFF
Dark Midnight Dark,Dark / Professional,#24251f,#383a30,#b5ce3c,#72d4e5,#F5F5F5
Future Horizon Dark,Dark / Professional,#1a1b1d,#292b2e,#3ab6fe,#e572bd,#F5F5F5
Royal Mist Dark,Dark / Professional,#0e0c0c,#1c1818,#df7649,#72e592,#F5F5F5
Soft Iron Dark,Dark / Professional,#181d1a,#2b342e,#fc32b9,#c1e572,#F5F5F5
Corporate Mist Bold,Bold / Artistic,#330533,#660a66,#19ff19,#FFFFFF,#FFFFFF
Dark Velvet Dark,Dark / Professional,#212421,#343834,#e93de9,#e5e372,#F5F5F5
Elegant Quartz Dark,Dark / Professional,#0b0c0d,#1c1e22,#3a71de,#e5729b,#F5F5F5
Electric Horizon Light,Light / SaaS,#FFFFFF,#F4F6F8,#59da40,#c62de5,#1A202C
Soft Copper Dark,Dark / Professional,#171917,#242724,#f95adf,#d4e572,#F5F5F5
Ocean Glacier Dark,Dark / Professional,#0d0e0f,#202123,#1988f8,#e572ae,#F5F5F5
Tech Mist Dark,Dark / Professional,#1a1a21,#2a2a34,#dada2e,#72e5e3,#F5F5F5
Crimson Horizon Light,Light / SaaS,#FFFFFF,#F4F6F8,#de6d35,#2da8e5,#1A202C
Zen Nebula Dark,Dark / Professional,#110e0f,#292122,#d8442e,#72e57f,#F5F5F5
Vibrant Mist Dark,Dark / Professional,#0f0e0e,#252222,#df3d3d,#75e572,#F5F5F5
Crimson Sunset Bold,Bold / Artistic,#570c19,#8a1427,#19ffd8,#FFFFFF,#FFFFFF
Muted Mist Dark,Dark / Professional,#25251f,#393930,#f5c65a,#72e5c0,#F5F5F5
Muted Shadow Light,Light / SaaS,#FFFFFF,#F4F6F8,#14d935,#e52dc6,#1A202C
Natural Glacier Dark,Dark / Professional,#131410,#262921,#7fdd49,#729fe5,#F5F5F5
Urban Forest Light,Light / SaaS,#FFFFFF,#F4F6F8,#d39a29,#2d6be5,#1A202C
Natural Sunset Dark,Dark / Professional,#0c0d0d,#1f2021,#53a3f2,#e572ae,#F5F5F5
Vintage Steel Light,Light / SaaS,#FFFFFF,#F4F6F8,#43c303,#a82de5,#1A202C
Electric Steel Light,Light / SaaS,#FFFFFF,#F4F6F8,#1cd698,#e52d6b,#1A202C
Crimson Ember Dark,Dark / Professional,#1a2020,#293333,#36d2d2,#e372e5,#F5F5F5
Corporate Nebula Bold,Bold / Artistic,#03541e,#068731,#ff19b2,#FFFFFF,#FFFFFF
Electric Onyx Dark,Dark / Professional,#1e1c20,#2c292e,#c71ff1,#e5cc72,#F5F5F5
Elegant Ember Bold,Bold / Artistic,#361c03,#693806,#198cff,#FFFFFF,#FFFFFF
Ocean Steel Bold,Bold / Artistic,#15460b,#257914,#d819ff,#FFFFFF,#FFFFFF
Ocean Horizon Dark,Dark / Professional,#0c0f0c,#181e18,#29da29,#7275e5,#F5F5F5
Muted Iron Light,Light / SaaS,#FFFFFF,#F4F6F8,#d7730f,#2d89e5,#1A202C
Silent Ember Dark,Dark / Professional,#141615,#242927,#2cd3cd,#df72e5,#F5F5F5
Urban Sunset Dark,Dark / Professional,#111012,#201e21,#6122ce,#e59a72,#F5F5F5
Urban Onyx Bold,Bold / Artistic,#2b3304,#576608,#3f19ff,#FFFFFF,#FFFFFF
Muted Quartz Light,Light / SaaS,#FFFFFF,#F4F6F8,#7bb704,#6b2de5,#1A202C
Muted Lagoon Dark,Dark / Professional,#0c0c0c,#1d1f1f,#41ebce,#d072e5,#F5F5F5
Ocean Mist Bold,Bold / Artistic,#032343,#053d76,#ff8c19,#FFFFFF,#FFFFFF
Silent Desert Dark,Dark / Professional,#161718,#2a2b2d,#3137d0,#e57278,#F5F5F5
Vibrant Lagoon Dark,Dark / Professional,#141614,#242724,#2fcc49,#8372e5,#F5F5F5
Future Shadow Light,Light / SaaS,#FFFFFF,#F4F6F8,#04d38e,#e52d6b,#1A202C
Silent Ember Dark,Dark / Professional,#171312,#2c2423,#e78632,#72e5a6,#F5F5F5
Crimson Frost Dark,Dark / Professional,#1e2323,#2b3131,#3aeaea,#e372e5,#F5F5F5
Royal Forest Bold,Bold / Artistic,#643a10,#975819,#198cff,#FFFFFF,#FFFFFF
Muted Horizon Light,Light / SaaS,#FFFFFF,#F4F6F8,#c18610,#2d6be5,#1A202C
Modern Frost Dark,Dark / Professional,#21231c,#383c31,#bcf745,#72c1e5,#F5F5F5
Deep Ember Bold,Bold / Artistic,#033363,#044d96,#ff8c19,#FFFFFF,#FFFFFF
Natural Glacier Light,Light / SaaS,#FFFFFF,#F4F6F8,#26c1c1,#e52d2d,#1A202C
Soft Ember Light,Light / SaaS,#FFFFFF,#F4F6F8,#79db18,#892de5,#1A202C
Elegant Iron Bold,Bold / Artistic,#4e3400,#815601,#1965ff,#FFFFFF,#FFFFFF
Soft Midnight Bold,Bold / Artistic,#0d4d4d,#158080,#ff1919,#FFFFFF,#FFFFFF
Muted Onyx Light,Light / SaaS,#FFFFFF,#F4F6F8,#df4c2e,#2dc6e5,#1A202C
Dark Sunset Dark,Dark / Professional,#211d1b,#39322e,#eba223,#72e5b9,#F5F5F5
Vibrant Glacier Bold,Bold / Artistic,#3f0522,#720a3e,#19ff8c,#FFFFFF,#FFFFFF
Corporate Velvet Dark,Dark / Professional,#161312,#2c2825,#eaaf47,#72e5b9,#F5F5F5
Tech Velvet Dark,Dark / Professional,#1e1c20,#2e2b31,#ae19d3,#e5cc72,#F5F5F5
Urban Horizon Dark,Dark / Professional,#0d0b0b,#221e1d,#e77059,#72e583,#F5F5F5
