Palette Name,Type,Background,Surface/Card,Primary Accent,Secondary Accent,Text Color
Crimson Horizon Light,Light / SaaS,#FFFFFF,#F4F6F8,#de6d35,#2da8e5,#1A202C
Zen Nebula Dark,Dark / Professional,#110e0f,#292122,#d8442e,#72e57f,#F5F5F5
Vibrant Mist Dark,Dark / Professional,#0f0e0e,#252222,#df3d3d,#75e572,#F5F5F5
Crimson Sunset Bold,Bold / Artistic,#570c19,#8a1427,#19ffd8,#FFFFFF,#FFFFFF
Muted Mist Dark,Dark / Professional,#25251f,#393930,#f5c65a,#72e5c0,#F5F5F5
Muted Shadow Light,Light / SaaS,#FFFFFF,#F4F6F8,#14d935,#e52dc6,#1A202C
Natural Glacier Dark,Dark / Professional,#131410,#262921,#7fdd49,#729fe5,#F5F5F5
Urban Forest Light,Light / SaaS,#FFFFFF,#F4F6F8,#d39a29,#2d6be5,#1A202C
Natural Sunset Dark,Dark / Professional,#0c0d0d,#1f2021,#53a3f2,#e572ae,#F5F5F5
Vintage Steel Light,Light / SaaS,#FFFFFF,#F4F6F8,#43c303,#a82de5,#1A202C
Electric Steel Light,Light / SaaS,#FFFFFF,#F4F6F8,#1cd698,#e52d6b,#1A202C
Crimson Ember Dark,Dark / Professional,#1a2020,#293333,#36d2d2,#e372e5,#F5F5F5
Corporate Nebula Bold,Bold / Artistic,#03541e,#068731,#ff19b2,#FFFFFF,#FFFFFF
Electric Onyx Dark,Dark / Professional,#1e1c20,#2c292e,#c71ff1,#e5cc72,#F5F5F5
Elegant Ember Bold,Bold / Artistic,#361c03,#693806,#198cff,#FFFFFF,#FFFFFF
Ocean Steel Bold,Bold / Artistic,#15460b,#257914,#d819ff,#FFFFFF,#FFFFFF
Ocean Horizon Dark,Dark / Professional,#0c0f0c,#181e18,#29da29,#7275e5,#F5F5F5
Muted Iron Light,Light / SaaS,#FFFFFF,#F4F6F8,#d7730f,#2d89e5,#1A202C
Silent Ember Dark,Dark / Professional,#141615,#242927,#2cd3cd,#df72e5,#F5F5F5
Urban Sunset Dark,Dark / Professional,#111012,#201e21,#6122ce,#e59a72,#F5F5F5
Urban Onyx Bold,Bold / Artistic,#2b3304,#576608,#3f19ff,#FFFFFF,#FFFFFF
Muted Quartz Light,Light / SaaS,#FFFFFF,#F4F6F8,#7bb704,#6b2de5,#1A202C
Muted Lagoon Dark,Dark / Professional,#0c0c0c,#1d1f1f,#41ebce,#d072e5,#F5F5F5
Ocean Mist Bold,Bold / Artistic,#032343,#053d76,#ff8c19,#FFFFFF,#FFFFFF
Silent Desert Dark,Dark / Professional,#161718,#2a2b2d,#3137d0,#e57278,#F5F5F5
Vibrant Lagoon Dark,Dark / Professional,#141614,#242724,#2fcc49,#8372e5,#F5F5F5
Future Shadow Light,Light / SaaS,#FFFFFF,#F4F6F8,#04d38e,#e52d6b,#1A202C
Silent Ember Dark,Dark / Professional,#171312,#2c2423,#e78632,#72e5a6,#F5F5F5
Crimson Frost Dark,Dark / Professional,#1e2323,#2b3131,#3aeaea,#e372e5,#F5F5F5
Royal Forest Bold,Bold / Artistic,#643a10,#975819,#198cff,#FFFFFF,#FFFFFF
Muted Horizon Light,Light / SaaS,#FFFFFF,#F4F6F8,#c18610,#2d6be5,#1A202C
Modern Frost Dark,Dark / Professional,#21231c,#383c31,#bcf745,#72c1e5,#F5F5F5
Deep Ember Bold,Bold / Artistic,#033363,#044d96,#ff8c19,#FFFFFF,#FFFFFF
Natural Glacier Light,Light / SaaS,#FFFFFF,#F4F6F8,#26c1c1,#e52d2d,#1A202C
Soft Ember Light,Light / SaaS,#FFFFFF,#F4F6F8,#79db18,#892de5,#1A202C
Elegant Iron Bold,Bold / Artistic,#4e3400,#815601,#1965ff,#FFFFFF,#FFFFFF
Soft Midnight Bold,Bold / Artistic,#0d4d4d,#158080,#ff1919,#FFFFFF,#FFFFFF
Muted Onyx Light,Light / SaaS,#FFFFFF,#F4F6F8,#df4c2e,#2dc6e5,#1A202C
Dark Sunset Dark,Dark / Professional,#211d1b,#39322e,#eba223,#72e5b9,#F5F5F5
Vibrant Glacier Bold,Bold / Artistic,#3f0522,#720a3e,#19ff8c,#FFFFFF,#FFFFFF
Corporate Velvet Dark,Dark / Professional,#161312,#2c2825,#eaaf47,#72e5b9,#F5F5F5
Tech Velvet Dark,Dark / Professional,#1e1c20,#2e2b31,#ae19d3,#e5cc72,#F5F5F5
Urban Horizon Dark,Dark / Professional,#0d0b0b,#221e1d,#e77059,#72e583,#F5F5F5
Elegant Steel Dark,Dark / Professional,#0f1210,#212a24,#2cfd72,#9672e5,#F5F5F5
Elegant Shadow Dark,Dark / Professional,#201d1e,#393436,#e32349,#8be572,#F5F5F5
Natural Horizon Light,Light / SaaS,#FFFFFF,#F4F6F8,#b80505,#2de5e5,#1A202C
Deep Copper Light,Light / SaaS,#FFFFFF,#F4F6F8,#12bb4a,#e52da8,#1A202C
Corporate Steel Bold,Bold / Artistic,#4d0c2d,#80144a,#19ff8c,#FFFFFF,#FFFFFF
Tech Mist Light,Light / SaaS,#FFFFFF,#F4F6F8,#255fd5,#e5a82d,#1A202C
Elegant Steel Dark,Dark / Professional,#100e0e,#292525,#fa4949,#75e572,#F5F5F5
Soft Nebula Light,Light / SaaS,#FFFFFF,#F4F6F8,#97b308,#4c2de5,#1A202C
Crimson Forest Light,Light / SaaS,#FFFFFF,#F4F6F8,#c7c725,#2d2de5,#1A202C
Deep Mist Dark,Dark / Professional,#111210,#222521,#41ee3b,#7278e5,#F5F5F5
Tech Lagoon Dark,Dark / Professional,#171b17,#2c322c,#6feb3b,#7297e5,#F5F5F5
Modern Lagoon Light,Light / SaaS,#FFFFFF,#F4F6F8,#4f33da,#c6e52d,#1A202C
Vibrant Onyx Bold,Bold / Artistic,#4a0404,#7d0808,#19ffff,#FFFFFF,#FFFFFF
Future Midnight Dark,Dark / Professional,#191716,#322e2c,#e68656,#72e596,#F5F5F5
Dark Copper Dark,Dark / Professional,#1f1d20,#2c292d,#e73eed,#e5df72,#F5F5F5
Deep Sunset Dark,Dark / Professional,#0d0b0d,#241e23,#dc29f8,#e5d372,#F5F5F5
Ocean Horizon Light,Light / SaaS,#FFFFFF,#F4F6F8,#128ac6,#e56b2d,#1A202C
Silent Lagoon Light,Light / SaaS,#FFFFFF,#F4F6F8,#d49e33,#2d6be5,#1A202C
Modern Canvas Dark,Dark / Professional,#1e221c,#2c3329,#60d028,#729be5,#F5F5F5
Ocean Shadow Light,Light / SaaS,#FFFFFF,#F4F6F8,#cd3d9d,#2de56b,#1A202C
Future Glacier Dark,Dark / Professional,#1b161b,#2f282f,#e12de1,#e5e372,#F5F5F5
Natural Mist Dark,Dark / Professional,#0b0d0d,#1e2423,#25e4c4,#d072e5,#F5F5F5
Zen Copper Dark,Dark / Professional,#1f1d24,#2b2731,#7137e3,#e59672,#F5F5F5
Vintage Iron Bold,Bold / Artistic,#0e5733,#168a50,#ff198c,#FFFFFF,#FFFFFF
Silent Glacier Light,Light / SaaS,#FFFFFF,#F4F6F8,#253ebc,#e5c62d,#1A202C
Crimson Velvet Dark,Dark / Professional,#1d1c21,#312e37,#403bd2,#e57472,#F5F5F5
Ocean Copper Bold,Bold / Artistic,#123401,#246703,#b219ff,#FFFFFF,#FFFFFF
Silent Copper Light,Light / SaaS,#FFFFFF,#F4F6F8,#c829ae,#2de54c,#1A202C
Modern Shadow Dark,Dark / Professional,#1e1d21,#2e2c33,#ace53a,#72c1e5,#F5F5F5
Muted Ember Dark,Dark / Professional,#1b1a1c,#282729,#90fa27,#72aee5,#F5F5F5
Royal Mist Bold,Bold / Artistic,#606004,#939306,#1919ff,#FFFFFF,#FFFFFF
Vintage Quartz Dark,Dark / Professional,#0f0d0c,#262220,#f9aa21,#72e5b9,#F5F5F5
Ocean Horizon Light,Light / SaaS,#FFFFFF,#F4F6F8,#b47d10,#2d6be5,#1A202C
Soft Steel Light,Light / SaaS,#FFFFFF,#F4F6F8,#25e025,#e52de5,#1A202C
Royal Obsidian Light,Light / SaaS,#FFFFFF,#F4F6F8,#e23715,#2dc6e5,#1A202C
Urban Quartz Bold,Bold / Artistic,#294e04,#458108,#8c19ff,#FFFFFF,#FFFFFF
Royal Copper Bold,Bold / Artistic,#08083a,#10106d,#fffe19,#FFFFFF,#FFFFFF
Ocean Lagoon Bold,Bold / Artistic,#643403,#974e05,#198cff,#FFFFFF,#FFFFFF
Dark Velvet Dark,Dark / Professional,#161614,#2e2e2a,#4f4fe9,#e57275,#F5F5F5
Ocean Quartz Bold,Bold / Artistic,#4e2b08,#81470d,#198cff,#FFFFFF,#FFFFFF
Slate Sunset Bold,Bold / Artistic,#02025d,#030390,#fffe19,#FFFFFF,#FFFFFF
Ocean Quartz Dark,Dark / Professional,#201e1c,#393633,#d9b527,#72e5cc,#F5F5F5
Elegant Nebula Dark,Dark / Professional,#161816,#252826,#26d293,#b972e5,#F5F5F5
Urban Frost Dark,Dark / Professional,#0b0e0e,#1b1f1f,#4ce7b8,#c072e5,#F5F5F5
Elegant Forest Bold,Bold / Artistic,#390739,#6c0d6c,#19ff19,#FFFFFF,#FFFFFF
Corporate Mist Bold,Bold / Artistic,#0c620c,#139513,#ff19ff,#FFFFFF,#FFFFFF
Crimson Obsidian Dark,Dark / Professional,#161715,#272825,#d2d64c,#72e3e5,#F5F5F5
Deep Sunset Light,Light / SaaS,#FFFFFF,#F4F6F8,#2987b6,#e56b2d,#1A202C
Future Glacier Dark,Dark / Professional,#1d1a1f,#2a262e,#de61fd,#e5cc72,#F5F5F5
Slate Onyx Light,Light / SaaS,#FFFFFF,#F4F6F8,#391bd0,#c6e52d,#1A202C
Future Sunset Bold,Bold / Artistic,#4f042a,#820644,#19ff8c,#FFFFFF,#FFFFFF
Vibrant Ember Light,Light / SaaS,#FFFFFF,#F4F6F8,#13cbad,#e52d4c,#1A202C
Deep Obsidian Dark,Dark / Professional,#111515,#1c2223,#fb6446,#72e583,#F5F5F5
Corporate Velvet Dark,Dark / Professional,#222325,#383a3d,#4248fc,#e57278,#F5F5F5
Vintage Desert Bold,Bold / Artistic,#084141,#0f7474,#ff1919,#FFFFFF,#FFFFFF
Royal Quartz Bold,Bold / Artistic,#07134f,#0d2082,#ffd819,#FFFFFF,#FFFFFF
Ocean Obsidian Bold,Bold / Artistic,#4c072a,#7f0d46,#19ff8c,#FFFFFF,#FFFFFF
Royal Midnight Dark,Dark / Professional,#201b1e,#30292e,#fb4084,#9fe572,#F5F5F5
Muted Quartz Light,Light / SaaS,#FFFFFF,#F4F6F8,#bf36db,#4ce52d,#1A202C
Ocean Steel Dark,Dark / Professional,#1e1f22,#292a2f,#5d49dd,#e57f72,#F5F5F5
Natural Forest Dark,Dark / Professional,#171714,#2a2a24,#f2bd40,#72e5c0,#F5F5F5
Slate Canvas Dark,Dark / Professional,#1a1518,#2f262c,#d64cd1,#e3e572,#F5F5F5
Urban Midnight Dark,Dark / Professional,#171c19,#2b332f,#40e461,#8772e5,#F5F5F5
Elegant Frost Dark,Dark / Professional,#10120e,#242720,#81d42d,#72aee5,#F5F5F5
Vintage Midnight Light,Light / SaaS,#FFFFFF,#F4F6F8,#2ed29b,#e52d6b,#1A202C
Deep Onyx Dark,Dark / Professional,#161915,#2c322a,#68d133,#729be5,#F5F5F5
Electric Lagoon Light,Light / SaaS,#FFFFFF,#F4F6F8,#b84207,#2da8e5,#1A202C
Urban Nebula Bold,Bold / Artistic,#075815,#0b8b21,#ff19d8,#FFFFFF,#FFFFFF
Electric Copper Bold,Bold / Artistic,#293c04,#4c6f07,#6519ff,#FFFFFF,#FFFFFF
Deep Quartz Bold,Bold / Artistic,#581028,#8b1a40,#19ffb2,#FFFFFF,#FFFFFF
Dark Desert Bold,Bold / Artistic,#0d553d,#158862,#ff1966,#FFFFFF,#FFFFFF
Natural Mist Bold,Bold / Artistic,#014919,#017c2a,#ff19b2,#FFFFFF,#FFFFFF
Royal Midnight Bold,Bold / Artistic,#113709,#206a12,#d819ff,#FFFFFF,#FFFFFF
Soft Quartz Dark,Dark / Professional,#0f0e0f,#1f1d20,#66f14b,#7288e5,#F5F5F5
Corporate Sunset Dark,Dark / Professional,#10110e,#262922,#84fa40,#729fe5,#F5F5F5
Modern Shadow Dark,Dark / Professional,#100f0e,#242120,#ed6c2b,#72e596,#F5F5F5
Zen Horizon Dark,Dark / Professional,#0d0e10,#181a1e,#2b91cc,#e572bd,#F5F5F5
Natural Ember Dark,Dark / Professional,#111010,#232121,#fa1f43,#88e572,#F5F5F5
Muted Canvas Bold,Bold / Artistic,#086326,#0c963a,#ff19b2,#FFFFFF,#FFFFFF
Vintage Sunset Light,Light / SaaS,#FFFFFF,#F4F6F8,#2bdb08,#c62de5,#1A202C
Future Obsidian Bold,Bold / Artistic,#0b243c,#15426f,#ff8c19,#FFFFFF,#FFFFFF
Silent Frost Light,Light / SaaS,#FFFFFF,#F4F6F8,#c78605,#2d6be5,#1A202C
Electric Quartz Dark,Dark / Professional,#242221,#33312f,#dc6649,#72e587,#F5F5F5
Urban Shadow Dark,Dark / Professional,#101012,#242429,#4c4cdf,#e57275,#F5F5F5
Urban Velvet Bold,Bold / Artistic,#0b2456,#123a89,#ffb219,#FFFFFF,#FFFFFF
Zen Forest Light,Light / SaaS,#FFFFFF,#F4F6F8,#109bb7,#e54c2d,#1A202C
Vintage Lagoon Dark,Dark / Professional,#181718,#262426,#19e65d,#9672e5,#F5F5F5
Ocean Quartz Dark,Dark / Professional,#0f0d0f,#211d22,#9c50de,#e5ad72,#F5F5F5
Elegant Frost Dark,Dark / Professional,#1e1c1e,#2f2d30,#80ea4b,#729be5,#F5F5F5
Soft Copper Dark,Dark / Professional,#0c0d0d,#1b1d1e,#498fcc,#e572b2,#F5F5F5
Future Glacier Dark,Dark / Professional,#1b1c1d,#2f3232,#44eed8,#d372e5,#F5F5F5
Vintage Forest Light,Light / SaaS,#FFFFFF,#F4F6F8,#83cd3a,#892de5,#1A202C
Urban Forest Bold,Bold / Artistic,#452f02,#785104,#1965ff,#FFFFFF,#FFFFFF
Vibrant Ember Dark,Dark / Professional,#1e2121,#2e3232,#1ffc95,#ad72e5,#F5F5F5
Modern Forest Light,Light / SaaS,#FFFFFF,#F4F6F8,#3737d9,#e5e52d,#1A202C
Deep Quartz Bold,Bold / Artistic,#510101,#840202,#19ffff,#FFFFFF,#FFFFFF
Natural Onyx Dark,Dark / Professional,#101210,#252b25,#f545f5,#e5e372,#F5F5F5
Urban Steel Dark,Dark / Professional,#232620,#393d34,#a3f84d,#72aee5,#F5F5F5
Ocean Mist Dark,Dark / Professional,#1c1d1e,#313134,#eac81d,#72e5d0,#F5F5F5
Natural Iron Dark,Dark / Professional,#0d0b0b,#1f1c1c,#e86d39,#72e592,#F5F5F5
Elegant Midnight Dark,Dark / Professional,#171b1d,#23282b,#25aaed,#e572c1,#F5F5F5
Deep Obsidian Dark,Dark / Professional,#222224,#333335,#e6ce57,#72e5d0,#F5F5F5
Vintage Lagoon Bold,Bold / Artistic,#5b033d,#8e0560,#19ff65,#FFFFFF,#FFFFFF
Ocean Lagoon Bold,Bold / Artistic,#51450b,#847112,#193fff,#FFFFFF,#FFFFFF
Royal Forest Dark,Dark / Professional,#0d0d0f,#1e1e21,#4f18cf,#e59272,#F5F5F5
Muted Desert Bold,Bold / Artistic,#023a02,#036d03,#ff19ff,#FFFFFF,#FFFFFF
Deep Mist Light,Light / SaaS,#FFFFFF,#F4F6F8,#bd2b2b,#2de5e5,#1A202C
Silent Nebula Bold,Bold / Artistic,#0d3605,#1a690a,#d819ff,#FFFFFF,#FFFFFF
Deep Velvet Dark,Dark / Professional,#1d1f1e,#2c2f2d,#f75ac3,#c1e572,#F5F5F5
Deep Steel Dark,Dark / Professional,#201d19,#2f2a26,#d9b216,#72e5cc,#F5F5F5
Silent Ember Bold,Bold / Artistic,#250b5a,#3b128d,#b2ff19,#FFFFFF,#FFFFFF
Modern Quartz Light,Light / SaaS,#FFFFFF,#F4F6F8,#c10c84,#2de56b,#1A202C
Corporate Shadow Bold,Bold / Artistic,#0f0638,#1c0d6b,#d8ff19,#FFFFFF,#FFFFFF
Ocean Shadow Dark,Dark / Professional,#24241d,#39392e,#e7b94d,#72e5c0,#F5F5F5
Vintage Lagoon Bold,Bold / Artistic,#500606,#830909,#19ffff,#FFFFFF,#FFFFFF
Dark Velvet Bold,Bold / Artistic,#090945,#0f0f78,#fffe19,#FFFFFF,#FFFFFF
Crimson Iron Dark,Dark / Professional,#1b1e1c,#292e2c,#33d785,#a972e5,#F5F5F5
Vibrant Forest Light,Light / SaaS,#FFFFFF,#F4F6F8,#bb1919,#2de5e5,#1A202C
Deep Nebula Dark,Dark / Professional,#171618,#262428,#8738d6,#e5a972,#F5F5F5
Slate Lagoon Bold,Bold / Artistic,#2d5901,#478c02,#8c19ff,#FFFFFF,#FFFFFF
Future Lagoon Bold,Bold / Artistic,#65470b,#986b11,#1965ff,#FFFFFF,#FFFFFF
Tech Quartz Dark,Dark / Professional,#1f1a19,#2e2725,#e18332,#72e5a6,#F5F5F5
Electric Canvas Light,Light / SaaS,#FFFFFF,#F4F6F8,#bd3690,#2de56b,#1A202C
Elegant Glacier Bold,Bold / Artistic,#362708,#694b0f,#1965ff,#FFFFFF,#FFFFFF
Dark Onyx Dark,Dark / Professional,#0d0e0e,#212425,#55f1dc,#d372e5,#F5F5F5
Electric Velvet Light,Light / SaaS,#FFFFFF,#F4F6F8,#356fe3,#e5a82d,#1A202C
Crimson Onyx Dark,Dark / Professional,#111112,#252427,#c6fb5b,#72c1e5,#F5F5F5
Vintage Frost Dark,Dark / Professional,#22201f,#343230,#ec8b29,#72e5a9,#F5F5F5
Royal Sunset Dark,Dark / Professional,#202424,#2b3231,#47bcce,#e572d8,#F5F5F5
Future Lagoon Dark,Dark / Professional,#23201e,#3b3533,#45baf5,#e572c1,#F5F5F5
Natural Nebula Dark,Dark / Professional,#1c1719,#2b2327,#d0536c,#8be572,#F5F5F5
Vibrant Mist Dark,Dark / Professional,#18181c,#26252b,#d8f351,#72d4e5,#F5F5F5
Deep Desert Light,Light / SaaS,#FFFFFF,#F4F6F8,#20e482,#e52d89,#1A202C
Slate Forest Dark,Dark / Professional,#0b0c0d,#202324,#50b7eb,#e572c1,#F5F5F5
Modern Desert Light,Light / SaaS,#FFFFFF,#F4F6F8,#b3b32d,#2d2de5,#1A202C
Slate Canvas Dark,Dark / Professional,#141514,#212221,#cc469f,#c1e572,#F5F5F5
Electric Ember Bold,Bold / Artistic,#270964,#3b0d97,#b2ff19,#FFFFFF,#FFFFFF
Vintage Iron Light,Light / SaaS,#FFFFFF,#F4F6F8,#2ce12c,#e52de5,#1A202C
Silent Velvet Dark,Dark / Professional,#1e211c,#30362e,#2cd226,#7278e5,#F5F5F5
Vibrant Steel Bold,Bold / Artistic,#600101,#930202,#19ffff,#FFFFFF,#FFFFFF
Muted Steel Bold,Bold / Artistic,#070747,#0d0d7a,#fffe19,#FFFFFF,#FFFFFF
Deep Onyx Dark,Dark / Professional,#131112,#282325,#f24366,#8be572,#F5F5F5
Vintage Velvet Dark,Dark / Professional,#141618,#272b2e,#4c6ae3,#e5728b,#F5F5F5
Urban Frost Dark,Dark / Professional,#1b1b17,#31322b,#6448f0,#e58372,#F5F5F5
Vibrant Glacier Bold,Bold / Artistic,#0a3e1b,#137132,#ff19b2,#FFFFFF,#FFFFFF
Soft Mist Bold,Bold / Artistic,#233302,#456604,#6519ff,#FFFFFF,#FFFFFF
Dark Velvet Dark,Dark / Professional,#141210,#292421,#27aff3,#e572c1,#F5F5F5
Silent Obsidian Light,Light / SaaS,#FFFFFF,#F4F6F8,#205acd,#e5a82d,#1A202C
Vintage Nebula Light,Light / SaaS,#FFFFFF,#F4F6F8,#b1d018,#4c2de5,#1A202C
Zen Mist Dark,Dark / Professional,#212622,#373e39,#52d991,#a672e5,#F5F5F5
Modern Onyx Bold,Bold / Artistic,#330749,#570c7c,#66ff19,#FFFFFF,#FFFFFF
Vibrant Frost Dark,Dark / Professional,#121011,#272326,#dc4b99,#b2e572,#F5F5F5
Silent Glacier Dark,Dark / Professional,#151612,#282b24,#d2d827,#72e3e5,#F5F5F5
Elegant Quartz Light,Light / SaaS,#FFFFFF,#F4F6F8,#56e33a,#c62de5,#1A202C
Urban Canvas Light,Light / SaaS,#FFFFFF,#F4F6F8,#bdbd36,#2d2de5,#1A202C
Silent Canvas Light,Light / SaaS,#FFFFFF,#F4F6F8,#008ed5,#e56b2d,#1A202C
Dark Sunset Dark,Dark / Professional,#1a1b1d,#26272a,#4147f7,#e57278,#F5F5F5
Modern Copper Dark,Dark / Professional,#1c1e19,#282b24,#7cd027,#72aee5,#F5F5F5
Electric Quartz Bold,Bold / Artistic,#230f4c,#3b197f,#b2ff19,#FFFFFF,#FFFFFF
Corporate Onyx Dark,Dark / Professional,#19181d,#28262f,#485bd7,#e57284,#F5F5F5
Electric Sunset Dark,Dark / Professional,#1b1e1d,#2e3332,#1cf3cf,#d072e5,#F5F5F5
Vintage Sunset Light,Light / SaaS,#FFFFFF,#F4F6F8,#c0df28,#4c2de5,#1A202C
Vintage Horizon Bold,Bold / Artistic,#530720,#860b34,#19ffb2,#FFFFFF,#FFFFFF
Ocean Quartz Bold,Bold / Artistic,#4c0000,#7f0101,#19ffff,#FFFFFF,#FFFFFF
Deep Canvas Dark,Dark / Professional,#141313,#2d2c2b,#faba4c,#72e5b9,#F5F5F5
Soft Copper Dark,Dark / Professional,#0e0c0d,#1e191c,#e147ae,#c1e572,#F5F5F5
Vintage Nebula Light,Light / SaaS,#FFFFFF,#F4F6F8,#a22cdd,#6be52d,#1A202C
Royal Ember Light,Light / SaaS,#FFFFFF,#F4F6F8,#4fc414,#a82de5,#1A202C
Dark Iron Bold,Bold / Artistic,#580a58,#8b108b,#19ff19,#FFFFFF,#FFFFFF
Natural Midnight Dark,Dark / Professional,#1b1c1e,#2b2d30,#393fd4,#e57278,#F5F5F5
Future Canvas Dark,Dark / Professional,#101011,#1c1c1e,#5a41d6,#e58372,#F5F5F5
Soft Midnight Bold,Bold / Artistic,#062d40,#0b5073,#ff6619,#FFFFFF,#FFFFFF
Slate Obsidian Light,Light / SaaS,#FFFFFF,#F4F6F8,#3092c2,#e56b2d,#1A202C
Muted Midnight Light,Light / SaaS,#FFFFFF,#F4F6F8,#7bd126,#892de5,#1A202C
Zen Onyx Dark,Dark / Professional,#0e0c0d,#1e1a1d,#e21862,#9fe572,#F5F5F5
Silent Mist Bold,Bold / Artistic,#0a0135,#130368,#d8ff19,#FFFFFF,#FFFFFF
Vibrant Midnight Bold,Bold / Artistic,#474709,#7a7a10,#1919ff,#FFFFFF,#FFFFFF
Tech Sunset Bold,Bold / Artistic,#41410c,#747415,#1919ff,#FFFFFF,#FFFFFF
Soft Quartz Light,Light / SaaS,#FFFFFF,#F4F6F8,#d60b92,#2de56b,#1A202C
Silent Frost Bold,Bold / Artistic,#5a094d,#8d0f78,#19ff3f,#FFFFFF,#FFFFFF
Vibrant Lagoon Dark,Dark / Professional,#242124,#322d32,#ba29f8,#e5c072,#F5F5F5
Ocean Lagoon Bold,Bold / Artistic,#0c0338,#17076b,#d8ff19,#FFFFFF,#FFFFFF
Soft Forest Dark,Dark / Professional,#1e1d1b,#2b2927,#e59749,#72e5a9,#F5F5F5
Ocean Canvas Dark,Dark / Professional,#0f100d,#1c1d18,#aecc1a,#72d4e5,#F5F5F5
Ocean Horizon Dark,Dark / Professional,#1a1f1b,#2f3831,#29df7e,#a672e5,#F5F5F5
Modern Quartz Bold,Bold / Artistic,#3a0a52,#5e1185,#66ff19,#FFFFFF,#FFFFFF
Deep Frost Light,Light / SaaS,#FFFFFF,#F4F6F8,#05c3a3,#e52d4c,#1A202C
Slate Lagoon Dark,Dark / Professional,#141413,#20211f,#934dd9,#e5a972,#F5F5F5
Tech Horizon Dark,Dark / Professional,#1b1e1c,#303531,#d91999,#c1e572,#F5F5F5
Soft Copper Dark,Dark / Professional,#221b1c,#382d2f,#d21535,#88e572,#F5F5F5
Deep Sunset Light,Light / SaaS,#FFFFFF,#F4F6F8,#6d11c9,#89e52d,#1A202C
Modern Midnight Dark,Dark / Professional,#1c1f1e,#303533,#2bf6ef,#df72e5,#F5F5F5
Elegant Steel Light,Light / SaaS,#FFFFFF,#F4F6F8,#3131b4,#e5e52d,#1A202C
Crimson Ember Light,Light / SaaS,#FFFFFF,#F4F6F8,#a7c705,#4c2de5,#1A202C
Dark Forest Bold,Bold / Artistic,#460827,#790f44,#19ff8c,#FFFFFF,#FFFFFF
Future Midnight Dark,Dark / Professional,#141314,#292729,#8e58eb,#e59a72,#F5F5F5
Vintage Obsidian Light,Light / SaaS,#FFFFFF,#F4F6F8,#0bd06e,#e52d89,#1A202C
Elegant Frost Bold,Bold / Artistic,#2b3f02,#4e7205,#6519ff,#FFFFFF,#FFFFFF
Elegant Iron Light,Light / SaaS,#FFFFFF,#F4F6F8,#1e3cd0,#e5c62d,#1A202C
Ocean Velvet Light,Light / SaaS,#FFFFFF,#F4F6F8,#b500b5,#2de52d,#1A202C
Royal Shadow Bold,Bold / Artistic,#564801,#897202,#193fff,#FFFFFF,#FFFFFF
Vibrant Frost Dark,Dark / Professional,#131115,#201e24,#251fd1,#e57472,#F5F5F5
Urban Desert Light,Light / SaaS,#FFFFFF,#F4F6F8,#4e0ecc,#a8e52d,#1A202C
Electric Copper Light,Light / SaaS,#FFFFFF,#F4F6F8,#0bdd2e,#e52dc6,#1A202C
Tech Copper Dark,Dark / Professional,#151312,#22201e,#d85838,#72e587,#F5F5F5
Soft Steel Light,Light / SaaS,#FFFFFF,#F4F6F8,#a6de36,#6b2de5,#1A202C
Muted Velvet Dark,Dark / Professional,#1a201b,#2f3930,#33eb52,#8372e5,#F5F5F5
Soft Obsidian Bold,Bold / Artistic,#0d3c46,#176979,#ff3f19,#FFFFFF,#FFFFFF
Zen Nebula Dark,Dark / Professional,#1f221e,#2d312b,#abf42c,#72bde5,#F5F5F5
Vibrant Shadow Dark,Dark / Professional,#231d21,#32292f,#25ec67,#9672e5,#F5F5F5
Dark Lagoon Dark,Dark / Professional,#1d1c20,#29272e,#4741fa,#e57472,#F5F5F5
Slate Midnight Dark,Dark / Professional,#211e22,#3a333b,#8527d6,#e5ad72,#F5F5F5
Dark Glacier Dark,Dark / Professional,#1d221d,#292f29,#40fc40,#7275e5,#F5F5F5
Vibrant Obsidian Bold,Bold / Artistic,#3c3c09,#6f6f11,#1919ff,#FFFFFF,#FFFFFF
Dark Shadow Dark,Dark / Professional,#1d1f20,#303335,#4e84e2,#e5729f,#F5F5F5
Muted Mist Bold,Bold / Artistic,#41410b,#747414,#1919ff,#FFFFFF,#FFFFFF
Ocean Desert Dark,Dark / Professional,#1b171c,#302831,#9637ea,#e5ad72,#F5F5F5
Corporate Shadow Dark,Dark / Professional,#101111,#1f2120,#f553a4,#aee572,#F5F5F5
Future Desert Light,Light / SaaS,#FFFFFF,#F4F6F8,#e2435e,#2de5c6,#1A202C
Electric Canvas Dark,Dark / Professional,#1e1e20,#2a2a2d,#8037d4,#e5a672,#F5F5F5
Ocean Glacier Light,Light / SaaS,#FFFFFF,#F4F6F8,#11b362,#e52d89,#1A202C
Muted Horizon Dark,Dark / Professional,#1f1f1b,#2d2c27,#4761e2,#e57288,#F5F5F5
Modern Copper Bold,Bold / Artistic,#01532a,#028644,#ff198c,#FFFFFF,#FFFFFF
Silent Mist Dark,Dark / Professional,#120f11,#211c1f,#45e595,#a972e5,#F5F5F5
Dark Onyx Dark,Dark / Professional,#151516,#242426,#d1a448,#72e5bc,#F5F5F5
Urban Quartz Dark,Dark / Professional,#1f1d1d,#373435,#d5337f,#aae572,#F5F5F5
